Symbol,Name
UKXDUK,FTSE 100 Total Return Declared Dividend
UKXEQ,FTSE 100 Equally Index
UKXEQW,FTSE 100 Equally Weighted Index
UKXI1X,FTSE 100 Daily Short Str
UKXI2,FTSE 100 Daily Super Sho
UKXI2X,FTSE 100 Daily Super Sho
UKXI3X,FTSE 100 Daily Ultra Sho
UKXI5X,FTSE 100 Gross TR Index
UKXL2,FTSE 100 Daily Leveraged
UKXL2X,FTSE 100 Daily Leveraged
UKXL3X,FTSE 100 Daily Super Lev
UKXL4X,FTSE 100 Daily Ultra Lev
UKXL5X,FTSE 100 TR Index
UKXM,FTSE 100 Mini Index
UKXMV,FTSE 100 Minimum Variance Index
UKXNUK,FTSE 100 Net Dividend Index
UKXS,FTSE 100 Daily Short Ind
UKXSP,FTSE 100 Expiry Index
UKXUSD,FTSE 100 - USD Index
UKXUSDM,FTSE 100 USD Mini Index
UL3S,Boost Issuer Public Limited Company
ULVR,Unilever Plc
UNGL,Epra/Nareit Global Index [Usd]
UNUS,Epra United States Index
UOG,United Oil & Gas Plc
UPGS,Up Global Sourcing Holdings Plc
UPL,Upland Resources Limited
UPR,Uniphar Plc
UPRA,Epra Europe Index [Usd]
UPVL,UBS [Irl] ETF Plc
UQLT,UBS [Irl] ETF Plc
URGB,ETFS Foreign Exchange Limited
URU,Uru Metals Limited
US10,Multi Units France
US13,Multi Units France
USA,Baillie Gifford US Growth Trust Plc
USAG,SSGA SPDR ETFS Europe I Plc
USAL,Lyxor International Asse
USAU,Lyxor International Asse
USCSLL2X,FTSE USA Small Cap Super Liquid 2X Daily
USCSLL3X,FTSE USA Small Cap Super Liquid 3X Daily
USCSLS1X,FTSE USA Small Cap Super Liquid Daily Sh
USCSLS2X,FTSE USA Small Cap Super Liquid 2X Daily
USCSLS3X,FTSE USA Small Cap Super Liquid 3X Daily
USDV,SSGA SPDR ETFS Europe I Plc
USF,US Solar Fund Plc
USFM,UBS [Irl] ETF Plc
USFP,US Solar Fund Plc
USFR,Wisdomtree Issuer Plc
USGB,ETFS Foreign Exchange Limited
USHY,Lyxor Index Fund
USIG,Lyxor Index Fund
USIX,Lyxor Index Fund
USLV,SSGA SPDR ETFS Europe I
USML,Invesco Markets Plc
USMV,Ossiam Lux
USP3,ETFS Foreign Exchange Li
USP5,ETFS Foreign Exchange Limited
USPG,UBS [Irl] ETF Plc
USPY,Go Ucits ETF Solutions Plc
USSC,SSGA SPDR ETFS Europe II
USTY,SSGA SPDR ETFS Europe I
USVL,SSGA SPDR ETFS Europe II
USY,Unisys Corporation
UTG,Unite Group Plc
UTIL,SSGA SPDR ETFS Europe II
UTIP,SSGA SPDR ETFS Europe I Plc
UTIW,Multi Units Luxembourg
UTL,Utilico Investments Limited
UTLF,Uil Finance Limited
UTLG,Uil Finance Limited
UTLH,Uil Finance Limited
UU,United Utilities
UVAL,SSGA SPDR ETFS Europe II
UVEL,Univision Engineering Limited
VAGP,Vanguard Funds Plc
VAGS,Vanguard Funds Plc
VAGU,Vanguard Funds Plc
VAL,Valirx Plc
VANL,Van Elle Holdings Plc
VAPU,Vanguard Funds Plc
VAPX,Vanguard Funds Plc
VARE,
VAST,Vast Resources Plc
VCAP,
VCP,Victoria Plc
VCPA,Vanguard Funds Plc
VCT,Victrex Plc
VDCA,Vanguard Funds Plc
VDCP,Vanguard Funds Plc
VDEA,Vanguard Funds Plc
VDEM,Vanguard Funds Plc
VDET,Vanguard Funds Plc
VDEV,Vanguard Funds Plc
VDJP,Vanguard Funds Plc
VDNR,Vanguard Funds Plc
VDPA,Vanguard Funds Plc
VDPG,Vanguard Funds Plc
VDPX,Vanguard Funds Plc
VDTA,Vanguard Funds Plc
VDTK,Verditek Plc
VDTY,Vanguard Funds Plc
VDUC,Vanguard Funds Plc
VECA,Vanguard Funds Plc
VECP,Vanguard Funds Plc
VEIL,Vietnam Enterprise Investments Limited
VEL,Velocity Composites Plc
VELA,Vela Technologies Plc
VEMA,Vanguard Funds Plc
VEMT,Vanguard Funds Plc
VERE,Vanguard Funds Plc
VERG,Vanguard Funds Plc
VERX,Vanguard Funds Plc
VETA,Vanguard Funds Plc
VETY,Vanguard Funds Plc
VEUA,Vanguard Funds Plc
VEUD,Vanguard Funds Plc
VEUR,Vanguard Funds Plc
VEVE,Vanguard Funds Plc
VFEA,Vanguard Funds Plc
VFEG,Vanguard Funds Plc
VFEM,Vanguard Funds Plc
VGOV,Vanguard Funds Plc
VGVA,Vanguard Funds Plc
VHVE,Vanguard Funds Plc
VHVG,Vanguard Funds Plc
VHYA,Vanguard Funds Plc
VHYD,Vanguard Funds Plc
VHYG,Vanguard Funds Plc
VHYL,Vanguard Funds Plc
VIC,
VID,
VILX,Boost Issuer Public Limited Company
VINO,
VIP,Vipera Plc
VIS2,Leverage Shares Public Limited Company
VISE,Leverage Shares Public Limited Company
VIXL,Boost Issuer Public Limited Company
VJPA,Vanguard Funds Plc
VJPB,Vanguard Funds Plc
VJPN,Vanguard Funds Plc
VLE,Volvere Plc
VLG,Venture Life Group Plc
VLS,Velocys Plc
VLX,Volex Plc
VMID,Vanguard Funds Plc
VMIG,Vanguard Funds Plc
VMUK,Virgin Money UK Plc
VNET,Vianet Group Plc
VNH,Vietnam Holding Limited
VNRA,Vanguard Funds Plc
VNRG,Vanguard Funds Plc
VNRT,Vanguard Funds Plc
VOD,Vodafone Group Plc
VOF,Vinacapital Vietnam Opportunity Fund Ld
VOLT,Source Markets Public Limited Company
VP,VP Plc
VPAC,Invesco Markets II Plc
VRCI,
VRPS,Invesco Markets II Plc
VRS,Versarien Plc
VSCA,Vanguard Funds Plc
VSL,Vpc Specialty Lending IN
VSVS,Vesuvius Plc
VTA,Volta Finance Limited
VTAS,Volta Finance Limited
VTU,Vertu Motors Plc
VTY,
VUAA,Vanguard Funds Plc
VUAG,Vanguard Funds Plc
VUCP,Vanguard Funds Plc
VUKE,Vanguard Funds Plc
VUKG,Vanguard Funds Plc
VUSA,Vanguard Funds Plc
VUSC,Vanguard Funds Plc
VUSD,Vanguard Funds Plc
VUTA,Vanguard Funds Plc
VUTY,Vanguard Funds Plc
VWCG,Vanguard Funds Plc
VWRA,Vanguard Funds Plc
VWRD,Vanguard Funds Plc
VWRL,Vanguard Funds Plc
VWRP,Vanguard Funds Plc
VWS,vestas wind systems dkk1
W7L,Warpaint London Plc
WAND,Wandisco Plc
WATL,Lyxor International Asse
WATR,Water Intelligence Plc
WBI,Woodbois Limited
WCAT,
WCLD,Wisdomtree Issuer Plc
WCOA,Wisdomtree Issuer Plc
WCOB,Wisdomtree Issuer Plc
WCOD,SSGA SPDR ETFS Europe II Plc
WCOG,Wisdomtree Issuer Plc
WCOM,Wisdomtree Issuer Plc
WCOS,SSGA SPDR ETFS Europe II Plc
WCW,Walker Crips Group Plc
WDNA,Widney 8.76%Prf
WDSC,SSGA SPDR ETFS Europe II
WEAT,ETFS Commodity Securities Limited
WEB,Webis Holdings Plc
WEIR,Weir Group Plc
WELL,Hanetf Icav
WELP,Hanetf Icav
WEN,Wentworth Resources Plc
WESG,Multi Units Luxembourg
WFIN,SSGA SPDR ETFS Europe II Plc
WG,Wood Group (John)
WHEA,SSGA SPDR ETFS Europe II Plc
WHI,W.H. Ireland Group Plc
WHR,Warehouse REIT Plc
WI01,FTSE World
WI02,FTSE World Ex South Afri
WI03,FTSE World Europe Ex EUR
WIAU,Ishares IV Plc
WIAUS,FTSE Australia Index
WIAUT,FTSE Austria Index
WIBEL,FTSE Belgium/Lux Index
WIBRA,FTSE Brazil Index
WIBRAFC,FTSE Brazil 30/18 Capped Index
WIBRAFCN,FTSE Brazil 30/18 Capped Net Tax Index
WICAN,FTSE Canada Index
WICHE,FTSE Switzerland Index
WICHL,FTSE Chile Index
WICHN,FTSE China Index
WICHNFC,FTSE China 30/18 Capped Index
WICHNFCN,FTSE China 30/18 Capped Net Tax Index
WICOL,FTSE Colombia Index
WICZH,FTSE Czech Rep. Index
WIDEN,FTSE Denmark Index
WIDEU,FTSE Germany Index
WIEGY,FTSE Egypt Index
WIESP,FTSE Spain Index
WIFIN,FTSE Finland Index
WIFRA,FTSE France Index
WIGBR,FTSE UK Index
WIGG,Ishares IV Plc
WIGRC,FTSE Greece Index
WIHKG,FTSE Hong Kong Index
WIHUN,FTSE Hungary Index
WIIDN,FTSE Indonesia Index
WIIND,FTSE India Index
WIINDFC,FTSE India 30/18 Capped Index
WIINDFCN,FTSE India 30/18 Capped Net Tax Index
WIINDQY,FTSE India Quality and Yield Select Inde
WIINDQYR,FTSE India Quality and Yield Select Net
WIIRL,FTSE Ireland Index
WIISR,FTSE Israel Index
WIITA,FTSE Italy Index
WIJPNC,FTSE Japan Index
WIJPNE,FTSE Japan Index EUR
WIJPNG,FTSE Japan Index - GBP
WIJPNL2X,FTSE Japan 2X Daily Leveraged Index
WIJPNL3X,FTSE Japan 3X Daily Leveraged Index
WIJPNS1X,FTSE Japan Daily Short Index
WIJPNS2X,FTSE Japan 2X Daily Short Index
WIJPNS3X,FTSE Japan 3X Daily Short Index
WIJPNU,FTSE Japan Index - USD
WIJPUMVN,FTSE Japan Minimum Varia
WIKOR,FTSE Korea Index
WIKORFC,FTSE Korea 30/18 Capped Index
WIKORFCN,FTSE Korea 30/18 Capped Net Tax Index
WIKWT,FTSE Kuwait Index
WIL,Wilmington Group Plc
WIMAL,FTSE Malaysia Index
WIMEX,FTSE Mexico Index
WIN,Wincanton Plc
WINE,Naked Wines Plc
WING,Ishares IV Plc
WINK,M Winkworth Plc
WINLD,FTSE Netherlands Index
WINOR,FTSE Norway Index
WINZL,FTSE New Zealand Index
WIPAK,FTSE Pakistan Index
WIPHL,FTSE Philippines Index
WIPOL,FTSE Poland Index
WIPTL,FTSE Portugal Index
WIQAT,FTSE Qatar Index
WISE,
WISGP,FTSE Singapore Index
WISWE,FTSE Sweden Index
WITHA,FTSE Thailand Index
WITUR,FTSE Turkey Index
WITWN,FTSE Taiwan Index
WIUAE,FTSE UAE Index
WIUSA,FTSE USA Index
WIUSAMVN,FTSE USA Minimum Varianc
WIX,
WIZAF,FTSE South Africa Index
WIZZ,Wizz Air Holdings Plc
WJG,Watkin Jones Plc
WKOF,Weiss Korea Opportunity
WKP,Workspace Group Plc
WLDD,Lyxor International Asse
WLDL,Lyxor International Asse
WLDS,Ishares III Plc
WLDU,Lyxor International Asse
WMAT,SSGA SPDR ETFS Europe II Plc
WMVG,Ishares Vi Plc
WNDU,SSGA SPDR ETFS Europe II Plc
WNER,Warner Estate Holdings Plc
WNGE,Ishares IV Plc
WNRG,SSGA SPDR ETFS Europe II Plc
WNWD,
WOOD,Ishares II Plc
WOSC,SSGA SPDR ETFS Europe II
WOSG,Watches of Switzerland Group Plc
WPM,
WPP,Wpp Plc
WPS,
WQDS,Ishares II Plc
WQDV,Ishares II Plc
WRKS,Theworks.Co.Uk Plc
WSBN,Wishbone Gold Plc
WSG,Westminster Group Plc
WSML,Ishares III Plc
WSP,Wynnstay Properties Plc
WTAI,Wisdomtree Issuer Plc
WTAN,Witan Investment Trust Plc
WTB,Whitbread Plc
WTE,Westmount Energy Limited
WTEC,SSGA SPDR ETFS Europe II Plc
WTEL,SSGA SPDR ETFS Europe II Plc
WTID,Boost Issuer Public Limi
WUKD,Wisdomtree Issuer Plc
WUTI,SSGA SPDR ETFS Europe II Plc
WWH,Worldwide Healthcare Trust Plc
WWTU,UBS Ag
WYN,Wynnstay Group Plc
X7PP,Source Markets Public Li
X7PS,Source Markets Public Li
XAR,Xaar Plc
XASX,DB X-Trackers Dbx FTSE All-Shar
XAUS,DB X-Trackers Dbx S&P/Asx 200 E
XAXD,DB X-Trackers Dbx MSCI AC Asia
XAXJ,DB X-Trackers Dbx MSCI AC Asia
XBAG,DB X-Trackers II
XBAK,DB X-Trackers Dbx MSCI Pakistan
XBCU,DB X-Trackers Dbx Dblci - Oy BA
XBGG,DB X-Trackers II
XBLC,DB X-Trackers II
XCAD,DB X-Trackers Dbx MSCI Canada E
XCHA,DB X-Trackers Dbx Csi300 ETF
XCS2,DB X-Trackers II
XCS3,DB X-Trackers
XCS4,DB X-Trackers
XCS5,DB X-Trackers
XCS6,DB X-Trackers
XCX3,DB X-Trackers
XCX4,DB X-Trackers
XCX5,DB X-Trackers
XCX6,DB X-Trackers
XD3E,DB X-Trackers
XD5D,DB X-Trackers
XD5E,DB X-Trackers
XD5S,DB X-Trackers
XD9U,Concept Fund Solutions P
XDAX,DB X-Trackers
XDBG,DB X-Trackers Dbx Dblci - Oy BA
XDDX,DB X-Trackers DB X-Trackers DAX
XDEB,Concept Fund Solutions P
XDEM,Concept Fund Solutions P
XDEQ,Concept Fund Solutions P
XDER,DB X-Trackers Dbx FTSE Epra/Nar
XDEV,Concept Fund Solutions P
XDEW,Concept Fund Solutions P
XDEX,Concept Fund Solutions P
XDGU,Concept Fund Solutions Plc
XDJP,DB X-Trackers Dbxt Nikkei 225 D
XDN0,Concept Fund Solutions P
XDNG,Concept Fund Solutions P
XDNS,Concept Fund Solutions P
XDNU,Concept Fund Solutions P
XDNY,Concept Fund Solutions P
XDPG,Concept Fund Solutions P
XDUK,DB X-Trackers Dbxt Ftse100 [Dir
XDUS,Concept Fund Solutions P
XDW0,Concept Fund Solutions Plc
XDWC,Concept Fund Solutions Plc
XDWD,Concept Fund Solutions P
XDWE,Concept Fund Solutions P
XDWF,Concept Fund Solutions Plc
XDWG,Concept Fund Solutions Plc
XDWH,Concept Fund Solutions Plc
XDWI,Concept Fund Solutions Plc
XDWL,Concept Fund Solutions Plc
XDWM,Concept Fund Solutions Plc
XDWS,Concept Fund Solutions Plc
XDWT,Concept Fund Solutions Plc
XDWU,Concept Fund Solutions Plc
XDWY,Xtrackers [Ie] Public Limited Company
XEMD,DB X-Trackers Dbx MSCI Emerging
XEOU,DB X-Trackers
XESC,DB X-Trackers Dbx Euro Stoxx 50
XESX,DB X-Trackers Dbx Euro Stoxx 50
XEUM,DB X-Trackers Dbx MSCI Europe M
XFFE,Xtrackers II
XFRM,ETFS Commodity Securitie
XFVT,DB X-Trackers Dbx FTSE Vietnam
XG7S,DB X-Trackers II
XG7U,DB X-Trackers II
XGDD,DB X-Trackers Dbx Stoxx Global
XGGB,Xtrackers II
XGID,DB X-Trackers Dbx S&P Gbl Infra
XGIG,DB X-Trackers II Dbx Global Inf
XGIU,DB X-Trackers II
XGLD,DB Etc Plc
XGLE,DB X-Trackers II Dbx Iboxx EUR
XGLF,Concept Fund Solutions P
XGLS,DB Etc Plc
XGSD,DB X-Trackers Dbx Stoxx Global
XGSG,DB X-Trackers II Dbx Global Sov
XGSI,DB X-Trackers II
XHYG,DB X-Trackers II
XIDD,DB X-Trackers Dbx MSCI Indonesi
XIN0,FTSE Xinhua China 25
XIN0CN,FTSE China 50 Net Tax CA
XIN0N,FTSE Xinhua China 50
XIN0U,Ftse/Xinhua China 25 Ind
XIN0UL2X,FTSE China 50 2X Daily Leveraged Index
XIN0UL3X,FTSE China 50 3X Daily Leveraged Index
XIN0UN,FTSE Xinhua China 50
XIN0US1X,FTSE China 50 2X Daily Short Index
XIN0US2X,FTSE China 50 Daily Short Index
XIN0US3X,FTSE China 50 3X Daily Short Index
XIN150,FTSE China A 150 Index
XIN3,FTSE Xinhua A 200 Index
XIN4,FTSE Xinhua A 600 Index
XIN5,FTSE Xinhua A 400 Index
XIN9,FTSE China A50 Index
XINA50N,FTSE China A50 Net Index
XINBV,Ftse/Xinhua Blueship Value 100 Idx
XINH,Ftse/Xinhua H Share Index
XKS2,DB X-Trackers
XKSD,DB X-Trackers Dbx MSCI Korea Et
XLBP,Source Markets Public Li
XLBS,Source Markets Public Limited Company
XLCP,Invesco Markets Plc
XLCS,Invesco Markets Plc
XLDX,DB X-Trackers Dbx Levdax Daily
XLEP,Source Markets Public Li
XLES,Source Markets Public Limited Company
XLFQ,Source Markets Public Li
XLFS,Source Markets Public Limited Company
XLIP,Source Markets Public Li
XLIS,Source Markets Public Limited Company
XLKQ,Source Markets Public Li
XLKS,Source Markets Public Limited Company
XLM,Xlmedia Plc
XLPE,DB X-Trackers Dbx Lpx Mm Privat
XLPP,Source Markets Public Li
XLPS,Source Markets Public Limited Company
XLUP,Source Markets Public Li
XLUS,Source Markets Public Limited Company
XLVP,Source Markets Public Li
XLVS,Source Markets Public Limited Company
XLYP,Source Markets Public Li
XLYS,Source Markets Public Limited Company
XMAD,DB X-Trackers Dbx MSCI Emerging
XMAF,DB X-Trackers Dbx MSCI Efm Afri
XMAS,DB X-Trackers Dbx MSCI Emerging
XMAW,Concept Fund Solutions P
XMBD,DB X-Trackers Dbx MSCI Brazil E
XMBR,DB X-Trackers Dbx MSCI Brazil E
XMCX,DB X-Trackers Dbx FTSE 250 ETF
XMED,DB X-Trackers Dbx MSCI Europe E
XMEM,DB X-Trackers Dbx MSCI Emerging
XMES,DB X-Trackers Dbx MSCI Mexico E
XMEU,DB X-Trackers Dbx MSCI Europe E
XMEX,DB X-Trackers Dbx MSCI Mexico E
XMID,DB X-Trackers Dbx MSCI Indonesi
XMJD,DB X-Trackers Dbx MSCI Japan Et
XMJP,DB X-Trackers Dbx MSCI Japan Et
XMLA,DB X-Trackers Dbx MSCI EM Latam
XMLD,DB X-Trackers Dbx MSCI EM Latam
XMMD,DB X-Trackers Dbx MSCI Emerging
XMME,Concept Fund Solutions Plc
XMMS,Xtrackers [Ie] Public Limited Company
XMTD,DB X-Trackers Dbx MSCI Taiwan E
XMTW,DB X-Trackers Dbx MSCI Taiwan E
XMUD,DB X-Trackers Dbx MSCI USA ETF
XMUJ,DB X-Trackers Dbxt MSCI Japan T
XMUS,DB X-Trackers Dbx MSCI USA ETF
XMVU,Concept Fund Solutions Plc
XMWD,DB X-Trackers Dbx MSCI World Et
XMXD,DB X-Trackers Dbx MSCI Emerging
XNID,DB X-Trackers Dbx CNX Nifty Uci
XNIF,DB X-Trackers Dbx CNX Nifty Uci
XPD,Xpediator Plc
XPF,
XPHG,DB X-Trackers Dbx MSCI Philippi
XPHI,DB X-Trackers Dbx MSCI Philippi
XPP,XP Power Limited
XPS,Xps Pensions Group Plc
XPXD,DB X-Trackers Dbx MSCI Pacific
XPXJ,DB X-Trackers Dbx MSCI Pacific
XQUA,Concept Fund Solutions Plc
XREP,Invesco Markets Plc
XRES,Source Markets Public Limited Company
XRH0,DB Etc Plc
XRMU,Concept Fund Solutions P
XRSG,Concept Fund Solutions P
XRSS,Concept Fund Solutions P
XRSU,Concept Fund Solutions P
XS2D,DB X-Trackers
XS3R,DB X-Trackers
XS6R,DB X-Trackers
XS7R,DB X-Trackers
XS8R,DB X-Trackers
XSCD,Xtrackers [Ie] Public Limited Company
XSCS,Xtrackers [Ie] Public Limited Company
XSD2,DB X-Trackers
XSDR,DB X-Trackers Dbx Stoxx Europe
XSDX,DB X-Trackers Dbx Shortdax Dail
XSEN,Xtrackers [Ie] Public Limited Company
XSER,DB X-Trackers Dbx Stoxx Europe
XSFD,DB X-Trackers Dbx S&P Select Fr
XSFN,Xtrackers [Ie] Public Limited Company
XSFR,DB X-Trackers Dbx S&P Select Fr
XSG,Xeros Technology Group P
XSGI,DB X-Trackers Dbx S&P Global IN
XSHC,Xtrackers [Ie] Public Limited Company
XSKR,DB X-Trackers Dbx Stoxx Europe
XSNR,DB X-Trackers Dbx Stoxx Europe
XSPD,DB X-Trackers Dbx S&P 500 Inver
XSPR,DB X-Trackers Dbx Stoxx Europe
XSPS,DB X-Trackers Dbx S&P 500 Inver
XSPU,DB X-Trackers Dbx S&P 500 ETF $
XSPX,DB X-Trackers Dbx S&P 500 ETF
XSSX,DB X-Trackers Dbx Euro Stoxx 50
XSTC,Xtrackers [Ie] Public Limited Company
XSTR,DB X-Trackers II Dbx Sterling C
XSX6,DB X-Trackers
XT2D,DB X-Trackers
XTR,Xtract Energy Plc
XUCD,Concept Fund Solutions Plc
XUCS,Concept Fund Solutions Plc
XUEK,Xtrackers (Ie) Public Limited Company
XUEM,Xtrackers II
XUEN,Concept Fund Solutions Plc
XUFB,Xtrackers MSCI USA Banks Ucits ETF 1D
XUFN,Concept Fund Solutions Plc
XUHC,Concept Fund Solutions Plc
XUHY,Concept Fund Solutions Plc
XUKS,DB X-Trackers Dbx FTSE 100 Shor
XUKX,DB X-Trackers Dbx FTSE 100 ETF
XUT3,DB X-Trackers II
XUTC,Concept Fund Solutions Plc
XUTD,DB X-Trackers II Dbx Iboxx USD
XVTD,DB X-Trackers Dbx FTSE Vietnam
XWLD,Concept Fund Solutions P
XWTS,Concept Fund Solutions Plc
XX25,DB X-Trackers
XX2D,DB X-Trackers
XXSC,DB X-Trackers MSCI Europe Small
XYLD,Xtrackers [Ie] Public Limited Company
XZEM,Xtrackers (Ie) Public Limited Company
XZEU,Xtrackers [Ie] Public Limited Company
XZMJ,Xtrackers [Ie] Public Limited Company
XZMU,Xtrackers [Ie] Public Limited Company
XZW0,Xtrackers [Ie] Public Limited Company
YCA,Yellow Cake Plc
YGEN,Yourgene Health Plc
YIEL,Multi Units France
YNGA,Young & Co's Brewery Plc [Aim]
YNGN,Young & Co's Brewery Plc [Aim]
YOU,Yougov Plc
YU,Yu Group PLC
ZAIM,Zaim Credit Systems Plc
ZAM,Zambeef Products Plc
ZED,
ZEG,Zegona Communications Pl
ZEN,Zenith Energy Ltd
ZIN,Zinc Media Group Plc
ZINC,ETFS Commodity Securities Limited
ZIOC,Zanaga Iron Ore Company Limited
ZNWD,
ZOO,Zoo Digital Group Plc
ZPHR,ZPHR
ZTF,Zotefoams Plc
ZYT,Zytronic Plc
02NG,STATOILHYDRO ASA 6.125% NOTES 27/11/28
0A0B,AHLERS AG ORD NPV
0A0C,AHLERS AG NON VTG PREF NPV
0A1H,MILANO ASSICURAZIONI DI RISP EUR0.52(NON
0A1U,
0A2K,AGUAS DE SABADELL SER`A`EUR12.02
0A3R,ALANDSBANKEN `A`NPV
0A3T,ALANDSBANKEN `B`NPV
0A5J,ANEK LINES SA EUR1.61(PREF REGD)`1990`
0A60,AMPER SA EUR1(REGD)
0A6L,C. ROKAS SA EUR0.50(REGD)
0AA3,BAM GROEP NV(KONINKLIJKE) EUR0.1 CUM CNV
0AH7,BAYWA AG NPV(VINK)
0AHI,CRCAM NORD DE FRANCE EUR3.05
0AI4,CARLSBERG `B`DKK20
0APM,DANIELI & C EUR1
0B4R,FUCHS PETROLUB AG NPV
0B67,GALP ENERGIA SGPS EUR1 CLS`B`
0BJP,IMPREGILO SPA NPV
0BMI,BKS BANK AG NPV
0BNS,KESKO OYJ NPV SER`A`
0BNT,KESKO OYJ NPV SER`B`
0BQE,KSB AG NON VTG PRF
0C6Y,OBERBANK AG NPV
0CHZ,QSC AG NPV
0CIJ,RAISIO YHTYMA OYJ NPV(CNV)`V`
0CX9,STORA ENSO OYJ SER`A`NPV(EURO QUOTE)
0CXC,STORA ENSO OYJ SER`R`NPV
0D53,FINANCIERE DE TUBIZE NPV
0DGZ,ADOLFO DOMINGUEZ SA EUR0.6
0DH7,AF GRUPPEN ASA NOK0.05
0DHA,ARENDALS FOSSEKAMPANI NOK10
0DHC,CARL ZEISS MEDITEC AG NPV
0DHJ,AUTOGRILL SPA EUR0.52
0DI7,AFC AJAX NV EUR0.45
0DJI,ALM. BRAND DKK80
0DJN,ALMA MEDIA CORP NPV
0DJV,ALTRI SGPS S.A. EUR0.25
0DK7,AMANDA CAPITAL OYJ NPV
0DK9,AMADEUS AG PERSONALDIENSTLEI NPV
0DKX,AEDIFICA NPV
0DLI,AMSTERDAM COMMODITIES NV EUR0.45
0DLT,AAREAL BANK EUR26
0DLW,ARCANDOR AG NPV
0DME,ASCOPIAVE SPA EUR1
0DMM,A.S.G.(ANDY SPYROU)GROUP EUR0.35
0DMT,ASTROC MEDITERRANEO SA EUR0.2
0DMV,ASSYSTEM SA EUR1
0DNH,ATOS ORIGIN EUR1
0DNW,AUSTEVOLL SEAFOOD ASA NOK0.50
0DNZ,AUXIMINES NEW NPV(POST SPLIT)
0DO1,AVALON ENTERPRISE AB SER`B`NPV
0DO6,AVACOM NET EUR0.17
0DO7,AVENIR TELECOM EUR0.20
0DOG,AZKOYEN SA EUR0.6
0DP0,BANK PEKAO SA PLN1
0DP4,BASWARE OYJ NPV
0DPB,BAVARIAN NORDIC RESEARCH INDSTITUTE
0DPM,BECHTLE AG NPV
0DPU,BELGACOM NPV
0DQ7,BEIERSDORF AG NPV
0DQB,BELSHIPS CO NOK2
0DQK,BETER BED EUR0.02
0DQP,BELVEDERE EUR2
0DQZ,BANCA GENERALI EUR1
0DRH,BANK MILLENNIUM S.A. PLN1
0DRV,BIOTEC PHARMACON NOK1
0DSJ,BLOM ASA NOK0.1
0DTF,BOIRON EUR1
0DTI,BONHEUR ASA NOK1.25
0DTK,BONGRAIN SA EUR1
0DU3,BRE BANK PLN4
0DUI,BASLER AG ORD NPV
0DUK,BIESSE EUR1
0DVE,BORUSSIA DORTMUND KGAA NPV
0DVR,BANK ZACHODNI WBK PLN10
0DW1,CREDIT AGRICOLE D`ILE-DE FRANCE
0DW4,CALTAGIRONE SPA EUR1
0DW5,INTERCALL EUR1
0DWL,CREDIT AGRICOLE DE TOULOUSE EUR16 CERTS
0DWV,CBRAIN A/S DKK0.25
0DXG,CROPENERGIES AG NPV
0DXU,CEMBRE SPA EUR0.52
0DXV,CEMENTIR SPA EUR1
0DYD,CENTROTEC SUSTAINABLE NPV
0DYQ,CEGEDIM EUR0.9528
0DZ0,CHEMOMETEC A/S DKK1
0DZC,ACERIAS Y FORJAS DE AZCOITIA EUR0.25
0DZH,CIR-COMPAGNIE INDUSTRIALI SPA EUR0.50
0DZJ,GROUPE CRIT EUR0.36
0DZP,CALEFFI S.P.A. EUR0.52
0DZW,C.M.B.(COMPANY MARITIME BELGE) NPV
0E0L,COFIDE EUR0.50
0E12,COMROD COMMUNICATIONS ASA NOK1
0E13,SYGNITY SA PLN1
0E16,CONTINENTAL AG NPV
0E1L,CAPMAN OYJ SER`B`NPV
0E1Q,COMPUTERLINKS COMPUTERHANDELS AG NPV
0E1Y,CHARGEURS EUR16
0E2B,CSP INTERNATIONAL IND CALZ SPA EUR0.52
0E3C,DATALOGIC SPA EUR0.52
0E3R,DIC ASSET AG NPV
0E3T,DERICHEBOURG EUR2
0E46,PUBLIC POWER CORP S.A. EUR4.60
0E4B,DELACHAUX EUR0.64
0E4H,DESPEC MULTIMEDIA SA EUR0.30(CR)
0E4K,DEUTZ AG NPV
0E4Q,DIAGENIC ASA NOK0.05
0E4X,DIDIER-WERKE AG NPV
0E5M,DE LONGHI EUR3
0E64,DO & CO RESTAURANTS & CATERUNG AG NPV
0E6H,AGOR AG ORD NPV
0E6Y,DRILLISCH AG NPV
0E7Z,EUROTECH SPA NPV
0E80,ESTAVIS AG NPV
0E96,EFORE OY `A`SHS NPV
0E9V,ENERGIEKONTOR AG NPV
0EA2,ELICA EUR0.2
0EBQ,ENAGAS SA EUR1.50
0ED7,ESSILOR INTERNATIONAL EUR0.18
0EDE,NETGEM NPV
0EDL,ETTEPLAN OYJ NPV
0EEE,CTS EVENTIM NPV
0EEI,EVN AG NPV
0EEV,EXMAR SA NPV
0EEZ,ATHENS WATER SUPPLY & SEWERAGE SA
0EG8,FINNAIR EUR0.85
0EGH,FIERA MILANO EUR1
0EHB,FNM SPA NPV
0EIB,FERSA ENERGIAS RENOVABLES EUR1
0EIE,F-SECURE OYJ NPV
0EJU,GECI INTERNATIONAL EUR0.25
0EKE,LINK SOLUTIONS FOR INDUSTRY EUR2
0EKI,GEFRAN EUR1
0EKR,GIMV NPV
0ELV,GUERBET EUR4
0EMB,GREEN REEFERS ASA NOK1
0ENJ,HAWESKO HLDGS ORD NPV
0EOF,HEXAGON COMPOSITES ASA NOK0.10
