Co_ID;PO ID;Exchange;Name;" Root
Ticker "; MarketCap ; OutstandingShares ;Sector; Sub-Sector ;"HQ
Location";"HQ
Region";Listing Type;Listing Date;Interlisted;OTC;CPC;CompositeIndex;2024 Venture 50;USA City;Asia Region;Israel Related;Clean Technology Primary Industry;Cleantech Sub-Sector;"Consumer Products & Services
Sub-Sector"; Life Sciences Sub-Sector ; Real Estate Sub-Sector ; Technology Sub-Sector ;Trust; Volume ; Value ; Trades ; MonthsTrading 
V-00133;40133;TSXV;Archon Minerals Limited;ACS; 10 339 184 ; 54 416 758 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 113 214 ; 21 267 ; 33 ;7
V-01635;1003651;TSXV;ARCpoint Inc.;ARC; 3 073 933 ; 55 889 690 ;Life Sciences;;SC;USA;RTO from NEX;20221027;;;;;;Greenville;;;;;; Healthcare Technology ;;;; 9 460 269 ; 980 078 ; 749 ;11
V-00135;1075697;TSXV;Arctic Star Exploration Corp.;ADD; 3 346 006 ; 223 067 036 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 56 506 663 ; 1 245 982 ; 1 654 ;11
V-04012;1151750;TSXV;ArcWest Exploration Inc.;AWX; 6 223 347 ; 82 977 957 ;Mining;;BC;Canada;QT;20130731;;;Y;;;;;;;;;;;;; 10 871 225 ; 1 170 557 ; 955 ;11
V-02136;1065322;TSXV;Argenta Silver Corp.;AGAG; 46 533 954 ; 169 214 377 ;Mining;;AB;Canada;;;;;;;;;;;;;;;;;; 6 641 054 ; 2 377 261 ; 1 461 ;9
V-00095;1092092;TSXV;Argentina Lithium & Energy Corp.;LIT; 24 151 557 ; 134 175 316 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 14 462 255 ; 3 047 880 ; 3 884 ;11
V-02647;1114572;TSXV;Argentum Silver Corp.;ASL; 2 579 927 ; 51 598 543 ;Mining;;BC;Canada;QT from NEX;20110222;;;Y;;;;;;;;;;;;; 1 430 889 ; 61 995 ; 146 ;11
V-04440;1181270;TSXV;Argo Corporation;ARGH; 18 011 600 ; 133 419 257 ;Technology;;ON;Canada;QT;20190919;;OTCQX;Y;;;;;;;;;;; Internet Software & Services ;; 23 604 536 ; 6 456 997 ; 7 226 ;11
V-04958;1185975;TSXV;Argo Opportunity Corp.;AROC.P; 497 736 ; 6 221 700 ;CPC;;BC;Canada;IPO/CPC;20230518;;;Y;;;;;;;;;;;;; 87 444 ; 5 776 ; 22 ;10
V-02212;1074347;TSXV;Arianne Phosphate Inc.;DAN; 33 476 885 ; 202 890 210 ;Mining;;QC;Canada;;20090703;;OTCQX;;;;;;;;;;;;;; 18 550 772 ; 4 648 678 ; 5 416 ;11
V-03888;1151800;TSXV;Arizona Gold & Silver Inc.;AZS; 40 286 386 ; 92 612 382 ;Mining;;BC;Canada;QT from NEX;20161121;;OTCQB;Y;;;;;;;;;;;;; 10 090 949 ; 3 783 069 ; 3 672 ;11
V-04892;1186415;TSXV;Arras Minerals Corp.;ARK; 30 769 876 ; 89 188 046 ;Mining;;BC;Canada;Other;20220614;;;;;;;;;;;;;;;; 11 872 006 ; 3 525 466 ; 3 018 ;11
V-00432;1058114;TSXV;Arrow Exploration Corp.;AXL; 115 775 061 ; 285 864 348 ;Oil & Gas;;AB;Canada;RTO;20181005;AIM;;Y;Y;Y;;;;;;;;;;; 24 064 804 ; 10 145 651 ; 4 481 ;11
V-04601;1183270;TSXV;Artemis Gold Inc.;ARTG; 3 279 650 789 ; 225 096 142 ;Mining;;BC;Canada;Other;20191002;;;;Y;;;;;;;;;;;; 45 172 976 ; 460 349 052 ; 167 817 ;11
V-04996;1186915;TSXV;Artrari One Capital Corp.;AOCC.P; 501 160 ; 5 011 600 ;CPC;;AB;Canada;IPO/CPC;20240105;;;Y;;;;;;;;;;;;; 272 000 ; 27 175 ; 44 ;9
V-04518;1180850;TSXV;Arya Resources Ltd.;RBZ; 1 270 500 ; 25 409 995 ;Mining;;BC;Canada;QT;20221220;;;Y;;;;;;;;;;;;; 479 216 ; 27 897 ; 61 ;10
V-03038;1125635;TSXV;AsiaBaseMetals Inc.;ABZ; 4 223 469 ; 49 687 871 ;Mining;;BC;Canada;Other;20091103;;;;;;;;;;;;;;;; 2 326 210 ; 234 060 ; 68 ;10
V-00149;1062219;TSXV;Asian Television Network International Ltd.;SAT; 1 708 204 ; 24 402 914 ;Comm. & Media;;ON;Canada;;20001002;;;;;;;;;;;;;;;; 670 513 ; 74 833 ; 97 ;11
V-04893;1186275;TSXV;Aster Acquisition Corp.;ATR.P; 67 000 ; 6 700 000 ;CPC;;BC;Canada;IPO/CPC;20220622;;;Y;;;;;;;;;;;;; 110 377 ; 5 059 ; 20 ;6
V-03792;1146870;TSXV;Aston Bay Holdings Ltd.;BAY; 17 706 474 ; 252 949 635 ;Mining;;WA;USA;QT;20130506;;OTCQB;Y;;;Vancouver;;;;;;;;;; 68 884 079 ; 7 689 826 ; 7 483 ;11
V-04733;1184770;TSXV;Astra Exploration Inc.;ASTR; 10 941 594 ; 84 166 108 ;Mining;;BC;Canada;QT;20220126;;OTCQB;Y;;;;;;;;;;;;; 6 039 087 ; 647 213 ; 1 019 ;11
V-04375;1179775;TSXV;Astron Connect Inc.;AST; 756 781 ; 30 271 240 ;Technology;;BC;Canada;QT;20180830;;;Y;;;;;;;;;;; Internet Software & Services ;; 503 269 ; 11 214 ; 83 ;11
V-00604;19554;TSXV;ATEX Resources Inc.;ATX; 410 651 823 ; 264 936 660 ;Mining;;BC;Canada;;;;;;Y;;;;;;;;;;;; 132 330 677 ; 172 866 033 ; 50 047 ;11
V-05002;1187986;TSXV;Atha Energy Corp.;SASK; 197 305 503 ; 277 895 074 ;Mining;;BC;Canada;Other;20240304;;;;Y;;;;;;;;;;;; 83 919 286 ; 60 998 030 ; 36 893 ;9
V-00012;1017053;TSXV;ATI Airtest Technologies Inc.;AAT; 967 682 ; 64 512 144 ;Clean Technology & Renewable Energy;;BC;Canada;;;;;;;;;;;Industrial Products & Services;Energy Efficiency;;;;;; 10 186 091 ; 93 966 ; 284 ;7
V-03960;1149831;TSXV;Atico Mining Corporation;ATY; 16 373 635 ; 121 286 185 ;Mining;;BC;Canada;IPO;20120312;;OTCQX;;;;;;;;;;;;;; 8 016 103 ; 1 366 596 ; 1 772 ;11
V-00052;35946;TSXV;Atlas Engineered Products Ltd.;AEP; 87 464 574 ; 70 535 947 ;Industrial Products & Services;;BC;Canada;RTO from NEX;20171109;;;;Y;Y;;;;;;;;;;; 29 917 010 ; 40 508 346 ; 17 795 ;11
V-04894;1186380;TSXV;Atlas One Capital Corporation;ACAP.P; 79 800 ; 5 320 000 ;CPC;;ON;Canada;IPO/CPC;20220609;;;Y;;;;;;;;;;;;; 494 412 ; 6 811 ; 50 ;9
V-04041;1149980;TSXV;Atlas Salt Inc.;SALT; 58 691 789 ; 96 216 047 ;Mining;Agriculture;NL;Canada;Other;20120817;;OTCQB;;;;;;;;;;;;;; 11 620 350 ; 8 099 887 ; 6 389 ;11
V-01679;16274;TSXV;Atomic Minerals Corporation;ATOM; 1 502 997 ; 37 574 925 ;Mining;;BC;Canada;;19810924;;;;;;;;;;;;;;;; 18 276 253 ; 1 275 034 ; 1 592 ;11
V-02881;1119181;TSXV;Aton Resources Inc.;AAN; 20 392 706 ; 127 454 413 ;Mining;;ON;Canada;QT;20101005;;;Y;;;;;;;;;;;;; 3 333 833 ; 879 807 ; 606 ;11
V-04462;1181505;TSXV;AU Gold Corp.;AUGC; 338 058 ; 33 805 824 ;Mining;;BC;Canada;QT;20201224;;;Y;;;;;;;;;;;;; 2 933 467 ; 47 082 ; 144 ;11
V-04932;1186835;TSXV;Auka Capital Corp.;AUK.P; 1 250 000 ; 12 500 000 ;CPC;;AB;Canada;IPO/CPC;20221212;;;Y;;;;;;;;;;;;; 500 ; 55 ; 1 ;1
V-05014;1187500;TSXV;AuMega Metals Ltd;AUM; 24 094 790 ; 602 369 741 ;Mining;;Australia;Australia/NZ/PNG;Other;20240626;ASX;;;;;;;;;;;;;;; 4 367 818 ; 257 614 ; 220 ;5
V-01367;17132;TSXV;AuQ Gold Mining Inc.;AUQ; 3 795 172 ; 17 651 962 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 6 597 500 ; 1 095 672 ; 696 ;11
V-04112;1161700;TSXV;Aurania Resources Ltd.;ARU; 42 483 376 ; 96 553 128 ;Mining;;ON;Canada;IPO;20130417;;OTCQB;;;;;;;;;;;;;; 8 961 209 ; 3 569 163 ; 5 068 ;11
V-04110;1156585;TSXV;Auric Resources Corp.;RES; 2 812 655 ; 24 457 867 ;Mining;;BC;Canada;QT from NEX;20240227;;;Y;;;;;;;;;;;;; 3 115 669 ; 721 255 ; 113 ;7
V-02911;1118836;TSXV;Aurion Resources Ltd.;AU; 82 124 777 ; 132 459 318 ;Mining;;BC;Canada;IPO;20081003;;OTCQX;;Y;;;;;;;;;;;; 24 832 802 ; 14 827 970 ; 6 040 ;11
V-02640;1112689;TSXV;Aurora Solar Technologies Inc.;ACU; 5 554 852 ; 222 194 076 ;Clean Technology & Renewable Energy;;BC;Canada;QT from NEX;20111107;;;Y;;;;;;Industrial Products & Services;Renewable Energy Equipment Manufacturing and Tech;;;;;; 24 954 329 ; 1 052 652 ; 2 034 ;11
V-04145;1166025;TSXV;Aurora Spine Corporation;ASG; 32 319 329 ; 76 950 784 ;Life Sciences;;CA;USA;IPO;20130910;;OTCQB;;;;Carlsbad;;;;;; Healthcare Facilities and Equipment ;;;; 4 803 186 ; 1 591 380 ; 1 222 ;11
V-04904;1186295;TSXV;Aurum Lake Mining Corporation;ARL; 2 462 075 ; 22 382 500 ;Mining;;ON;Canada;QT;20240112;;;Y;;;;;;;;;;;;; 617 020 ; 96 854 ; 116 ;11
V-04546;1181900;TSXV;Auston Capital Corp.;ASTN.P; 248 000 ; 6 200 000 ;CPC;;BC;Canada;IPO/CPC;20190328;;;Y;;;;;;;;;;;;;;;;
V-04307;1176145;TSXV;Austral Gold Limited;AGLD; 12 246 227 ; 612 311 353 ;Mining;;Australia;Australia/NZ/PNG;Other;20160822;ASX;OTCQB;;;;;;;;;;;;;; 3 343 890 ; 78 339 ; 212 ;11
V-02434;1109863;TSXV;Avante Corp.;XX; 23 712 928 ; 26 643 739 ;Technology;;ON;Canada;QT;20080404;;;Y;;;;;;;;;;; Hardware & Equipment ;; 3 125 710 ; 2 518 097 ; 961 ;11
V-03861;1148840;TSXV;Avanti Helium Corp.;AVN; 11 133 392 ; 96 812 107 ;Oil & Gas;;BC;Canada;QT;20120430;;;Y;;Y;;;;;;;;;;; 23 034 786 ; 7 013 754 ; 6 134 ;11
V-04792;1185190;TSXV;Avaron Mining Corp.;AVR; 960 855 ; 13 726 497 ;Mining;;BC;Canada;QT;20230629;;;Y;;;;;;;;;;;;; 1 431 834 ; 80 936 ; 102 ;10
V-04228;1170560;TSXV;Avidian Gold Corp.;AVG; 1 236 072 ; 12 360 716 ;Mining;;ON;Canada;QT from NEX;20171204;;;Y;;;;;;;;;;;;; 12 097 232 ; 198 094 ; 408 ;11
V-00007;1068761;TSXV;Avricore Health Inc.;AVCR; 7 090 276 ; 101 289 664 ;Life Sciences;;BC;Canada;;20010731;;;Y;;;;;;;;; Pharmaceuticals ;;;; 31 448 659 ; 5 907 396 ; 4 278 ;11
V-02899;1119905;TSXV;Avrupa Minerals Ltd.;AVU; 2 263 616 ; 64 674 754 ;Mining;;BC;Canada;QT;20100714;;;Y;;;;;;;;;;;;; 8 569 770 ; 302 777 ; 524 ;11
V-04294;1176441;TSXV;Awale Resources Limited;ARIC; 41 228 813 ; 86 797 502 ;Mining;;BC;Canada;QT;20180103;;;Y;;;;;;;;;;;;; 53 627 768 ; 31 610 779 ; 14 305 ;11
V-04923;1186205;TSXV;Axe2 Acquisitions Inc.;AXET.P; 275 459 ; 6 886 468 ;CPC;;ON;Canada;IPO/CPC;20221123;;;Y;;;;;;;;;;;;; 94 500 ; 4 058 ; 9 ;2
V-01990;26055;TSXV;Azarga Metals Corp.;AZR; 1 091 158 ; 36 371 939 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 3 000 322 ; 74 833 ; 242 ;11
V-00186;1074345;TSXV;Azimut Exploration Inc.;AZM; 55 635 869 ; 85 593 644 ;Mining;;QC;Canada;;;;OTCQX;;;;;;;;;;;;;; 8 143 465 ; 5 063 337 ; 3 238 ;11
V-04000;1153005;TSXV;Azincourt Energy Corp.;AAZ; 5 614 922 ; 374 328 104 ;Mining;;BC;Canada;IPO;20120501;;OTCQB;;;;;;;;;;;;;; 60 777 637 ; 1 432 251 ; 2 752 ;11
V-04340;1179245;TSXV;Aztec Minerals Corp.;AZT; 25 350 117 ; 123 659 105 ;Mining;;BC;Canada;IPO;20170502;;OTCQB;;;;;;;;;;;;;; 29 377 685 ; 5 733 955 ; 4 475 ;11
V-04260;1174970;TSXV;Azucar Minerals Ltd.;AMZ; 2 584 016 ; 73 829 025 ;Mining;;BC;Canada;RTO;20180525;;OTCQB;;;;;;;;;;;;;; 9 315 698 ; 325 746 ; 750 ;11
V-04739;1184920;TSXV;Badger Capital Corp.;YVR.P; 540 005 ; 12 000 100 ;CPC;;BC;Canada;IPO/CPC;20210614;;;Y;;;;;;;;;;;;; 123 503 ; 8 048 ; 18 ;8
V-03143;1131627;TSXV;Badlands Resources Inc.;BLDS; 2 770 280 ; 11 307 265 ;Mining;;BC;Canada;IPO;20100630;;;;;;;;;;;;;;;; 1 468 970 ; 505 990 ; 818 ;11
V-04634;1183715;TSXV;Baltic I Acquisition Corp.;BLTC.P; 554 089 ; 10 074 350 ;CPC;;BC;Canada;IPO/CPC;20200311;;;Y;;;;;;;;;;;;; 44 380 ; 3 635 ; 12 ;6
V-04495;1181275;TSXV;Banxa Holdings Inc.;BNXA; 34 627 923 ; 45 563 056 ;Technology;Blockchain/Cryptocurrency;Australia;Australia/NZ/PNG;QT;20210106;;;Y;;;;;Y;;;;;; Fintech ;; 6 661 091 ; 5 138 716 ; 5 222 ;11
V-03709;1141820;TSXV;Banyan Gold Corp.;BYN; 72 334 603 ; 328 793 649 ;Mining;;AB;Canada;QT;20130219;;OTCQB;Y;;;;;;;;;;;;; 54 660 563 ; 13 507 793 ; 10 023 ;11
V-00961;42252;TSXV;Barksdale Resources Corp.;BRO; 20 080 743 ; 133 871 622 ;Mining;;BC;Canada;;;;OTCQX;;;;;;;;;;;;;; 22 029 194 ; 3 855 613 ; 3 408 ;11
V-03685;1113437;TSXV;Baroyeca Gold & Silver Inc.;BGS; 1 722 169 ; 86 108 470 ;Mining;;BC;Canada;IPO;20101215;;;;;;;;;;;;;;;; 10 888 309 ; 270 471 ; 547 ;10
V-00608;822191;TSXV;Baru Gold Corp.;BARU; 19 866 520 ; 283 807 430 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 50 779 773 ; 1 325 311 ; 1 792 ;11
V-04446;1181245;TSXV;Baselode Energy Corp.;FIND; 12 695 783 ; 133 639 822 ;Mining;;AB;Canada;QT;20200610;;OTCQB;Y;;;;;;;;;;;;; 75 694 882 ; 17 103 441 ; 27 488 ;11
V-02954;1119109;TSXV;Batero Gold Corp.;BAT; 5 183 207 ; 115 182 383 ;Mining;;BC;Canada;QT;20100727;;;Y;;;;;;;;;;;;; 3 873 129 ; 163 396 ; 379 ;11
V-02457;1107121;TSXV;Bathurst Metals Corp.;BMV; 1 379 214 ; 34 480 360 ;Mining;;BC;Canada;Other;20070220;;;;;;;;;;;;;;;; 3 917 327 ; 282 872 ; 307 ;11
V-04488;1181654;TSXV;Battery Mineral Resources Corp.;BMR; 9 051 431 ; 181 028 629 ;Mining;;Australia;Australia/NZ/PNG;QT;20210223;;OTCQB;Y;;;;;;;;;;;;; 15 554 353 ; 1 358 746 ; 1 007 ;11
V-02350;1107569;TSXV;Bayhorse Silver Inc.;BHS; 14 894 215 ; 297 884 290 ;Mining;;BC;Canada;Other;20060830;;OTCQB;;;;;;;;;;;;;; 74 252 343 ; 4 231 426 ; 3 740 ;11
V-00438;1023593;TSXV;BC Moly Ltd.;BM; 2 078 284 ; 34 638 067 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 138 693 ; 12 845 ; 66 ;11
V-02360;1107279;TSXV;BCM Resources Corporation;B; 11 423 289 ; 190 388 145 ;Mining;;BC;Canada;Other;20060927;;;;;;;;;;;;;;;; 17 997 833 ; 1 139 504 ; 1 738 ;11
V-04713;1184785;TSXV;BEACN Wizardry & Magic Inc.;BECN; 1 700 122 ; 56 670 746 ;Technology;Gaming;BC;Canada;QT;20211102;;;Y;;;;;;;;;;; Gaming ;; 1 732 946 ; 189 663 ; 273 ;11
V-00212;1021890;TSXV;Bear Creek Mining Corporation;BCM; 95 646 930 ; 227 730 785 ;Mining;;BC;Canada;;;Lima (BVL);OTCQX;;;;;;;;;;;;;; 70 111 334 ; 24 386 846 ; 17 525 ;11
V-04540;1181710;TSXV;Beauce Gold Fields Inc.;BGF; 2 717 738 ; 90 591 257 ;Mining;;QC;Canada;Other;20190204;;;;;;;;;;;;;;;; 10 762 776 ; 358 039 ; 817 ;11
V-02516;1110951;TSXV;Bedford Metals Corp.;BFM; 45 373 005 ; 76 903 398 ;Mining;;BC;Canada;QT;20091231;;;Y;;;;;;;;;;;;; 114 097 276 ; 178 447 564 ; 86 185 ;11
V-00220;1023993;TSXV;Bell Copper Corporation;BCU; 6 142 589 ; 136 501 974 ;Mining;;BC;Canada;Other;20080512;;OTCQB;;;;;;;;;;;;;; 13 132 632 ; 869 682 ; 1 526 ;11
V-00222;14473;TSXV;Belmont Resources Inc.;BEA; 2 043 665 ; 102 183 272 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 11 184 184 ; 400 791 ; 729 ;11
V-03102;1120311;TSXV;BeMetals Corp.;BMET; 16 019 300 ; 228 847 145 ;Mining;;BC;Canada;QT from NEX;20180725;;OTCQB;Y;;;;;;;;;;;;; 9 271 538 ; 837 791 ; 1 371 ;11
V-04035;1152375;TSXV;Benton Resources Inc.;BEX; 14 185 284 ; 189 137 121 ;Mining;;ON;Canada;Other;20120801;;;;;;;;;;;;;;;; 34 869 022 ; 4 816 264 ; 4 245 ;11
V-04048;1154550;TSXV;Benz Mining Corp.;BZ; 51 513 169 ; 187 320 614 ;Mining;;BC;Canada;QT;20130412;ASX;;Y;;;;;;;;;;;;; 14 309 598 ; 2 401 721 ; 1 376 ;11
V-02605;1114699;TSXV;Bessor Minerals Inc.;BST; 657 141 ; 26 285 623 ;Mining;;BC;Canada;Other;20070920;;;;;;;;;;;;;;;; 2 200 395 ; 86 550 ; 184 ;11
V-01794;1062186;TSXV;BeWhere Holdings Inc.;BEW; 60 137 027 ; 87 155 111 ;Technology;;ON;Canada;RTO from NEX;20160209;;OTCQB;;;;;;;;;;;; Software ;; 16 712 627 ; 9 349 965 ; 4 735 ;11
V-00089;13448;TSXV;Big Ridge Gold Corp.;BRAU; 21 815 570 ; 229 637 578 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 59 751 910 ; 4 619 558 ; 3 911 ;11
V-02009;1023971;TSXV;Big Tree Carbon Inc.;BIGT; 2 832 996 ; 113 319 856 ;Mining;;ON;Canada;;;;;;;;;;;;;;;;;; 22 248 446 ; 371 012 ; 631 ;11
V-05025;1188195;TSXV;BIGG Digital Assets Inc.;BIGG; 62 261 644 ; 355 780 820 ;Technology;Blockchain/Cryptocurrency;BC;Canada;Other;20240917;;OTCQX;;;;;;;;;;;; Blockchain/Cryptocurrency ;; 24 177 271 ; 4 614 846 ; 3 317 ;3
V-04757;1185015;TSXV;BigStack Opportunities I Inc.;STAK.P; 185 200 ; 9 260 000 ;CPC;;ON;Canada;IPO/CPC;20210723;;;Y;;;;;;;;;;;;; 136 050 ; 8 573 ; 11 ;5
V-04274;1176395;TSXV;BioNeutra Global Corporation;BGA; 1 393 464 ; 46 448 787 ;Life Sciences;;AB;Canada;Other;20151209;;;;;;;;;;;; Biotechnology ;;;; 1 002 109 ; 79 158 ; 250 ;11
V-00239;1094145;TSXV;Biorem Inc.;BRM; 48 359 181 ; 16 119 727 ;Clean Technology & Renewable Energy;;ON;Canada;QT;20050107;;;Y;;;;;;Industrial Products & Services;Waste Reduction and Water Management;;;;;; 6 873 621 ; 14 454 597 ; 6 660 ;11
V-00910;25138;TSXV;BioSyent Inc.;RX; 132 838 668 ; 11 797 395 ;Life Sciences;;ON;Canada;;20060613;;;;Y;Y;;;;;;; Pharmaceuticals ;;;; 1 537 843 ; 14 925 162 ; 3 143 ;11
V-04470;1181030;TSXV;Bitcoin Well Inc.;BTCW; 43 602 872 ; 218 014 362 ;Technology;Blockchain/Cryptocurrency;AB;Canada;QT;20210730;;OTCQB;Y;;;;;;;;;;; Fintech ;; 92 878 484 ; 13 124 668 ; 21 532 ;11
V-00247;15791;TSXV;Bitterroot Resources Ltd.;BTT; 5 224 178 ; 104 483 556 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 11 606 415 ; 326 463 ; 681 ;11
V-02234;1101035;TSXV;Black Mammoth Metals Corporation;BMM; 29 942 661 ; 32 546 371 ;Mining;;BC;Canada;Other;20051214;;;;;;;;;;;;;;;; 4 047 741 ; 1 969 740 ; 891 ;11
V-03653;1134646;TSXV;Black Swan Graphene Inc.;SWAN; 25 043 597 ; 301 730 083 ;Technology;;ON;Canada;QT from NEX;20220809;;OTCQB;Y;;;;;;;;;;; Hardware & Equipment ;; 19 331 464 ; 2 171 065 ; 3 129 ;11
V-00075;1015607;TSXV;Blackrock Silver Corp.;BRC; 117 356 575 ; 276 133 117 ;Mining;;BC;Canada;QT;20031223;;OTCQX;Y;Y;;;;;;;;;;;; 89 474 217 ; 30 226 078 ; 21 200 ;11
V-03810;1114685;TSXV;Blende Silver Corp.;BAG; 1 773 778 ; 70 951 120 ;Mining;;BC;Canada;Other;20110705;;;;;;;;;;;;;;;; 12 683 466 ; 427 452 ; 823 ;11
V-01089;18596;TSXV;BlockchainK2 Corp.;BITK; 3 476 746 ; 30 232 578 ;Technology;Blockchain/Cryptocurrency;BC;Canada;COB;20180530;;OTCQB;;;;;;;;;;;; Blockchain/Cryptocurrency ;; 15 757 382 ; 4 370 032 ; 5 696 ;11
V-03691;1139625;TSXV;Blockmate Ventures Inc.;MATE; 12 187 754 ; 110 797 764 ;Technology;Blockchain/Cryptocurrency;UK;UK/Europe;QT;20130501;;OTCQB;Y;;;;;;;;;;; Internet Software & Services ;; 51 293 218 ; 4 489 233 ; 3 649 ;11
V-01730;1092769;TSXV;BlockMint Technologies Inc.;BKMT; 5 547 900 ; 48 242 605 ;Technology;Blockchain/Cryptocurrency;OR;USA;RTO from NEX;20190221;;;;;;Portland;;;;;;;; Fintech ;; 7 742 935 ; 623 647 ; 1 136 ;11
V-02541;1114125;TSXV;Blue Moon Metals Inc.;MOON; 18 905 201 ; 53 254 086 ;Mining;;BC;Canada;Other;20070607;;OTCQB;;;;;;;;;;;;;; 15 998 368 ; 2 235 175 ; 1 402 ;11
V-04967;1186796;TSXV;Blue Sky Global Energy Corp.;BGE; 18 120 351 ; 69 693 659 ;Oil & Gas;;ON;Canada;Other;20230720;;;;;;;;;;;;;;;; 93 833 ; 27 249 ; 58 ;6
V-02320;1107278;TSXV;Blue Sky Uranium Corp.;BSK; 13 451 526 ; 298 922 805 ;Mining;;BC;Canada;QT;20070207;;OTCQB;Y;;;;;;;;;;;;; 65 667 810 ; 3 914 512 ; 4 430 ;11
V-03118;1130960;TSXV;Blue Star Gold Corp.;BAU; 5 707 171 ; 103 766 753 ;Mining;;BC;Canada;IPO;20100420;;OTCQB;;;;;;;;;;;;;; 16 210 575 ; 1 829 766 ; 1 565 ;11
V-01833;1097409;TSXV;BlueRush Inc.;BTV; 685 288 ; 68 528 791 ;Technology;;ON;Canada;QT;20070508;;OTCQB;Y;;;;;;;;;;; Software ;; 4 913 619 ; 61 527 ; 236 ;11
V-00975;1073156;TSXV;Bluestone Resources Inc.;BSR; 45 706 682 ; 152 355 607 ;Mining;;BC;Canada;;;;OTCQB;Y;;;;;;;;;;;;; 54 334 188 ; 19 409 443 ; 9 212 ;11
V-04497;1181735;TSXV;Bluewater Acquisition Corp.;BAQ.P; 231 495 ; 7 716 500 ;CPC;;AB;Canada;IPO/CPC;20181030;;;Y;;;;;;;;;;;;;;;;
V-01766;1023700;TSXV;BluMetric Environmental Inc.;BLM; 27 477 464 ; 31 950 540 ;Clean Technology & Renewable Energy;;ON;Canada;RTO;20121107;;;;;;;;;Industrial Products & Services;Waste Reduction and Water Management;;;;;; 6 864 004 ; 4 200 050 ; 1 495 ;11
V-04451;1181491;TSXV;Boardwalktech Software Corp.;BWLK; 6 952 822 ; 55 622 576 ;Technology;;CA;USA;Other;20180611;;OTCQB;;;;Cupertino;;;;;;;; Software ;; 8 844 860 ; 1 292 950 ; 1 753 ;11
V-02871;1118762;TSXV;Bocana Resources Corp.;BOCA; 1 012 277 ; 101 227 687 ;Mining;;AB;Canada;RTO;20230105;;;Y;;;;;;;;;;;;; 40 480 026 ; 632 391 ; 877 ;11
V-02621;1111164;TSXV;Bold Ventures Inc.;BOL; 2 092 083 ; 59 773 792 ;Mining;;ON;Canada;Other;20071029;;;;;;;;;;;;;;;; 4 382 918 ; 163 076 ; 369 ;11
V-04354;1179706;TSXV;Bonanza Mining Corporation;BNZ; 1 511 766 ; 50 392 202 ;Mining;;BC;Canada;QT;20210329;;;Y;;;;;;;;;;;;; 3 017 667 ; 124 680 ; 235 ;11
V-02955;1118203;TSXV;Bonterra Resources Inc.;BTR; 39 222 628 ; 163 427 615 ;Mining;;BC;Canada;IPO;20090204;;OTCQX;;;;;;;;;;;;;; 31 011 446 ; 7 746 771 ; 5 433 ;11
V-05020;1188222;TSXV;Borealis Mining Company Limited;BOGO; 55 757 791 ; 83 220 583 ;Mining;;ON;Canada;Other;20240807;;;;;;;;;;;;;;;; 10 266 232 ; 7 789 081 ; 4 441 ;4
V-00648;1023749;TSXV;Boron One Holdings Inc.;BONE; 11 954 234 ; 217 349 706 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 10 086 578 ; 697 958 ; 883 ;11
V-04854;1185890;TSXV;Bow Lake Capital Corp.;BLCC.P; 39 000 ; 7 800 000 ;CPC;;AB;Canada;IPO/CPC;20220324;;;Y;;;;;;;;;;;;; 89 500 ; 6 240 ; 7 ;4
V-04268;1176201;TSXV;BQE Water Inc.;BQE; 76 931 236 ; 1 282 401 ;Clean Technology & Renewable Energy;;BC;Canada;TSX Comedown;20151113;;;;;;;;;Industrial Products & Services;Waste Reduction and Water Management;;;;;; 232 665 ; 12 558 871 ; 2 162 ;11
V-04740;1185035;TSXV;Brachium2 Capital Corp.;BRCB.P; 372 664 ; 9 316 597 ;CPC;;BC;Canada;IPO/CPC;20210608;;;Y;;;;;;;;;;;;; 209 100 ; 4 165 ; 13 ;3
V-03949;1151957;TSXV;Braille Energy Systems Inc.;BES; 6 452 263 ; 99 265 592 ;Industrial Products & Services;;ON;Canada;RTO;20180727;;;Y;;;;;;;;;;;;; 13 467 613 ; 1 299 524 ; 3 252 ;11
V-03121;1133804;TSXV;Bravada Gold Corporation;BVA; 2 962 733 ; 148 136 645 ;Mining;;BC;Canada;Other;20100504;;OTCQB;;;;;;;;;;;;;; 19 290 172 ; 735 781 ; 1 158 ;11
V-04905;1186720;TSXV;Bravo Mining Corp.;BRVO; 213 768 253 ; 109 065 435 ;Mining;;Brazil;Latin America;IPO;20220721;;OTCQX;;Y;;;;;;;;;;;; 4 632 065 ; 12 451 968 ; 8 812 ;11
